Date,Machine_ID,Shift,Plant_Location,Planned_Production_Time,Downtime,Ideal_Cycle_Time,Downtime_Reason,Operating_Time,Total_Production,Defective_Production,Good_Production
2024-12-13,M4,C,Chennai,423,40.0,0.8112828745320183,Setup,383.0,374,5.0,369
2024-09-29,M4,C,Pune,462,42.0,0.8279133634616643,Power Failure,420.0,401,8.0,393
2024-02-12,M1,C,Pune,435,127.64999999999999,0.9888085003471616,Breakdown,307.35,243,8.0,235
2024-02-10,M2,A,Pune,422,78.0,0.8558347685106955,Maintenance,344.0,338,28.0,310
2024-06-18,M2,C,Pune,426,72.0,0.824117243223647,Power Failure,354.0,337,39.0,298
2024-07-30,M4,B,Mumbai,421,53.0,0.9455799211727851,Setup,368.0,351,9.0,342
2024-06-16,M1,A,Chennai,420,95.0,0.8928278404748468,Power Failure,325.0,312,6.0,306
2024-02-08,M2,A,Mumbai,477,70.0,0.9850256401726918,Setup,407.0,374,55.0,319
2024-09-01,M2,A,Chennai,420,49.0,0.9294876201278,Maintenance,371.0,344,41.0,303
2024-05-30,M2,A,Chennai,457,50.0,0.8222077409179703,Power Failure,407.0,435,50.0,385
2024-04-20,M1,A,Mumbai,470,122.0,0.910876941166302,Setup,348.0,366,14.0,352
2024-02-16,M4,A,Pune,426,27.0,0.9990684633217646,Power Failure,399.0,346,8.0,338
2024-03-03,M4,A,Mumbai,443,22.0,0.8268547079033848,Maintenance,421.0,469,11.0,458
2024-08-12,M4,C,Chennai,424,35.0,0.9465666486384577,Maintenance,389.0,323,9.0,314
2024-12-31,M3,B,Chennai,440,45.0,1.3626396646565002,Maintenance,395.0,236,5.0,231
2024-03-09,M3,B,Pune,447,54.0,1.5069154277192371,Power Failure,393.0,225,6.0,219
2024-10-25,M3,C,Mumbai,437,67.0,1.562724296943544,Power Failure,370.0,191,7.0,184
2024-10-16,M1,C,Chennai,443,93.0,0.9871451096757597,Setup,350.0,271,9.0,262
2024-10-22,M2,A,Mumbai,477,42.0,0.9245970764486169,Maintenance,435.0,415,57.0,358
2024-07-21,M2,A,Pune,451,46.0,0.8527327226139526,Setup,405.0,385,36.0,349
2024-03-01,M1,C,Pune,464,85.0,0.8690287838779105,Power Failure,379.0,335,10.0,325
2024-11-13,M1,A,Chennai,452,156.39999999999998,0.89345904772569,Breakdown,295.6,301,8.0,293
2024-11-09,M4,B,Pune,429,53.0,0.9185058088907098,Maintenance,376.0,323,6.0,317
2024-06-09,M4,B,Chennai,428,33.0,0.9395864628826626,Setup,395.0,372,8.0,364
2024-11-26,M3,A,Chennai,468,59.0,1.2220911194448743,Maintenance,409.0,314,11.0,303
2024-01-16,M3,A,Pune,452,75.0,1.4225215445876656,Setup,377.0,225,8.0,217
2024-12-03,M1,A,Pune,452,135.0,0.8353617953259702,Setup,317.0,332,7.0,325
2024-04-03,M3,B,Mumbai,426,67.85,1.3384504610264614,Breakdown,358.15,230,5.0,225
2024-10-30,M2,A,Mumbai,423,75.0,0.9764582077902676,Power Failure,348.0,310,45.0,265
2024-05-17,M1,C,Chennai,447,137.0,0.8239730259699043,Maintenance,310.0,302,10.0,292
2024-12-03,M1,A,Mumbai,442,94.0,0.8610977510800699,Power Failure,348.0,362,9.0,353
2024-02-07,M2,C,Chennai,472,40.0,0.9587185442155279,Setup,432.0,348,44.0,304
2024-05-06,M4,A,Pune,451,24.0,0.9047353245608227,Power Failure,427.0,402,7.0,395
2024-10-01,M4,A,Pune,463,28.749999999999996,0.9939929074985381,Breakdown,434.25,408,6.0,402
2024-06-12,M2,B,Mumbai,435,35.0,0.8406906101058456,Power Failure,400.0,386,55.0,331
2024-11-14,M2,C,Chennai,465,63.0,0.936195484538644,Setup,402.0,365,53.0,312
2024-03-17,M3,C,Chennai,474,74.0,1.2341676088606102,Setup,400.0,266,11.0,255
2024-06-22,M1,C,Mumbai,429,98.89999999999999,0.999683392729851,Breakdown,330.1,241,7.0,234
2024-12-23,M3,B,Chennai,433,88.5,1.3722843342437387,Maintenance,374.0,219,5.0,214
2024-11-16,M2,C,Chennai,458,72.44999999999999,0.9080027972518563,Breakdown,385.55,323,32.0,291
2024-03-31,M3,B,Pune,455,73.0,1.4201063258985616,Maintenance,382.0,229,4.0,225
2024-08-25,M2,A,Chennai,453,55.0,0.8598162170509136,Setup,398.0,426,45.0,381
2024-09-20,M3,A,Chennai,443,69.0,1.4366909837761952,Power Failure,374.0,218,5.0,213
2024-06-27,M3,C,Chennai,437,44.0,1.3554041314240446,Setup,393.0,222,9.0,213
2024-07-27,M4,A,Mumbai,435,62.099999999999994,0.8354528597551807,Breakdown,372.9,395,10.0,385
2024-03-13,M2,A,Mumbai,460,79.35,0.881403247001232,Breakdown,380.65,368,30.0,338
2024-04-16,M3,C,Mumbai,456,71.0,1.480548845241065,Power Failure,385.0,214,6.0,208
2024-12-10,M1,A,Chennai,460,112.69999999999999,0.9225311790456746,Breakdown,347.3,327,12.0,315
2024-10-21,M3,C,Chennai,444,42.0,1.4072074281891322,Setup,402.0,225,5.0,220
2024-10-10,M3,C,Mumbai,427,75.0,1.2283094680561222,Power Failure,352.0,232,4.0,228
2024-12-18,M1,A,Mumbai,443,103.0,0.9136151638495724,Maintenance,340.0,332,10.0,322
2024-06-30,M2,A,Chennai,439,85.1,0.9673274544429846,Breakdown,353.9,317,39.0,278
2024-02-06,M4,A,Chennai,467,57.0,0.9978521399435785,Maintenance,410.0,350,8.0,342
2024-05-16,M4,A,Pune,449,45.0,0.8906950496130219,Power Failure,404.0,400,,395
2024-12-03,M4,A,Mumbai,439,32.199999999999996,0.8276029210951333,Breakdown,406.8,429,4.0,425
2024-02-25,M1,B,Chennai,437,87.0,0.8602898051212622,Power Failure,350.0,329,9.0,320
2024-07-05,M3,A,Mumbai,423,78.19999999999999,1.521507981016446,Breakdown,344.8,191,9.0,182
2024-12-06,M2,B,Mumbai,467,71.3,0.9341833568106983,Breakdown,395.7,336,41.0,295
2024-09-14,M3,C,Mumbai,455,73.6,1.2535963563029053,Breakdown,381.4,223,6.0,217
2024-02-27,M4,A,Pune,425,42.0,0.8791673617513792,Power Failure,383.0,380,7.0,373
2024-12-28,M3,A,Chennai,422,69.0,1.4897222518924629,Power Failure,353.0,198,8.0,190
2024-05-02,M1,A,Chennai,437,107.0,0.816342951407261,Setup,330.0,364,14.0,350
2024-07-06,M1,C,Mumbai,466,86.0,0.874906485684035,Setup,380.0,346,9.0,337
2024-08-17,M2,B,Chennai,459,56.0,0.8276929192139352,Power Failure,403.0,410,44.0,366
2024-06-16,M2,B,Pune,437,68.0,0.9453551352503748,Power Failure,369.0,336,45.0,291
2024-04-23,M4,A,Mumbai,475,26.45,0.9606958839841487,Breakdown,448.55,423,5.0,418
2024-09-08,M2,A,Pune,442,40.0,0.877455817431892,Setup,402.0,373,43.0,330
2024-04-16,M3,A,Pune,454,68.0,1.390286881763282,Setup,386.0,231,6.0,225
2024-02-06,M1,A,Chennai,425,125.0,0.8238125489725094,Power Failure,300.0,318,11.0,307
2024-11-30,M1,C,Chennai,473,88.0,0.8250521993103878,Setup,385.0,369,9.0,360
2024-04-01,M1,A,Pune,445,95.0,0.9186903478341121,Power Failure,350.0,309,10.0,299
2024-01-18,M2,C,Chennai,440,75.0,0.9348051906017368,Setup,365.0,300,43.0,257
2024-12-19,M1,A,Pune,443,102.0,0.9364795637785659,Maintenance,341.0,350,13.0,337
2024-03-03,M1,B,Pune,434,106.0,0.892526010135045,Maintenance,328.0,285,8.0,277
2024-05-29,M1,B,Mumbai,446,109.0,0.8632698575526064,Setup,337.0,349,9.0,340
2024-05-18,M4,A,Pune,451,59.0,0.9564706892975581,Power Failure,392.0,389,7.0,382
2024-07-04,M4,A,Pune,431,22.0,0.8791068792125927,Maintenance,409.0,442,11.0,431
2024-07-03,M2,C,Chennai,424,43.699999999999996,0.9729279682625562,Breakdown,380.3,328,26.0,302
2024-07-23,M1,A,Mumbai,426,109.0,0.8165468126869044,Power Failure,317.0,321,10.0,311
2024-09-16,M2,A,Chennai,441,62.0,0.815955822288647,Maintenance,379.0,395,32.0,363
2024-08-01,M1,A,Mumbai,446,109.24999999999999,0.9648579751048905,Breakdown,336.75,291,11.0,280
2024-09-12,M1,B,Chennai,434,90.0,0.8130806569432235,Maintenance,344.0,333,9.0,324
2024-05-14,M1,C,Pune,458,123.0,0.9411533538615279,Maintenance,335.0,282,9.0,273
2024-03-01,M2,B,Mumbai,464,34.5,0.9973847152104677,Breakdown,429.5,374,42.0,332
2024-12-28,M2,C,Mumbai,476,87.39999999999999,0.9281234248451116,Breakdown,388.6,314,46.0,268
2024-11-05,M1,B,Mumbai,454,133.0,0.9460707142361443,Setup,321.0,274,7.0,267
2024-03-28,M3,A,Mumbai,445,65.0,1.561163895293728,Maintenance,380.0,222,10.0,212
2024-11-19,M2,B,Chennai,442,85.1,0.8920367700157902,Breakdown,356.9,322,31.0,291
2024-07-25,M4,B,Chennai,432,21.0,0.8550636248771155,Setup,411.0,404,9.0,395
2024-05-08,M2,C,Mumbai,445,48.3,0.8047080568559181,Breakdown,396.7,386,34.0,352
2024-11-06,M1,C,Mumbai,422,100.0,0.9298959890958731,Setup,322.0,293,7.0,286
2024-01-03,M3,B,Mumbai,448,63.0,1.517344004894672,Setup,385.0,217,7.0,210
2024-08-29,M1,C,Chennai,421,158.7,0.9769004162452986,Breakdown,262.3,216,5.0,211
2024-04-30,M4,C,Mumbai,447,44.849999999999994,0.8227101285615477,Breakdown,402.15,368,10.0,358
2024-04-11,M2,C,Mumbai,442,49.0,0.8830903547358175,Maintenance,393.0,380,36.0,344
2024-02-07,M2,C,Mumbai,455,50.0,0.8140431845721453,Maintenance,405.0,378,44.0,334
2024-12-06,M1,C,Chennai,468,139.0,0.9994877009774653,Setup,329.0,268,8.0,260
2024-05-12,M1,B,Pune,425,147.2,0.8287969962429618,Breakdown,277.8,300,10.0,290
2024-07-20,M4,C,Pune,430,32.0,0.9940178863484248,Maintenance,398.0,321,9.0,312
2024-12-13,M3,A,Chennai,457,43.0,1.4241018898067335,Setup,414.0,259,6.0,253
2024-01-21,M4,B,Pune,473,40.0,0.9842549432897786,Maintenance,433.0,356,7.0,349
2024-08-29,M3,B,Mumbai,453,34.0,1.52224320273478,Setup,419.0,229,11.0,218
2024-04-18,M2,B,Mumbai,436,72.0,0.8511284459799208,Maintenance,364.0,388,45.0,343
2024-10-29,M3,C,Chennai,422,69.0,1.342975865429535,Breakdown,353.0,198,6.0,192
2024-03-24,M3,A,Chennai,463,31.0,1.4937583504681207,Power Failure,432.0,273,6.0,267
2024-03-23,M2,C,Pune,465,77.0,0.9345376279184718,Power Failure,388.0,330,26.0,304
2024-10-17,M2,B,Pune,453,112.5,0.9165929133389138,Setup,378.0,341,47.0,294
2024-03-09,M2,B,Mumbai,441,46.0,0.9749517694777199,Power Failure,395.0,352,35.0,317
2024-05-08,M4,B,Chennai,448,59.0,0.9915027928643233,Power Failure,389.0,312,7.0,305
2024-07-14,M2,B,Pune,479,55.0,0.930216914328248,Setup,424.0,365,48.0,317
2024-05-19,M1,C,Pune,473,116.0,0.9451290376561334,Power Failure,357.0,293,7.0,286
2024-10-09,M2,A,Mumbai,448,41.0,0.9759586470476944,Maintenance,407.0,358,,311
2024-11-07,M2,A,Mumbai,424,65.0,0.8066480649973221,Maintenance,359.0,421,40.0,381
2024-08-21,M2,B,Mumbai,429,46.0,0.8241565359280038,Maintenance,383.0,381,41.0,340
2024-01-23,M3,A,Mumbai,429,62.099999999999994,1.5326558503978573,Breakdown,366.9,213,8.0,205
2024-06-01,M4,B,Pune,472,28.0,0.935177392120498,Maintenance,444.0,388,10.0,378
2024-10-03,M2,B,Chennai,428,62.0,0.8108401617684067,Power Failure,366.0,398,51.0,347
2024-03-01,M4,A,Chennai,440,40.0,0.9911674073950074,Power Failure,400.0,362,4.0,358
2024-11-14,M1,B,Mumbai,432,99.0,0.8861391873690534,Maintenance,333.0,316,11.0,305
2024-02-21,M1,A,Mumbai,429,110.39999999999999,0.837163491459759,Breakdown,318.6,366,11.0,355
2024-12-09,M2,B,Pune,457,51.0,0.9271244615595432,Maintenance,406.0,396,50.0,346
2024-06-01,M1,A,Mumbai,430,103.49999999999999,0.8658780183634538,Breakdown,326.5,338,9.0,329
2024-08-24,M4,B,Chennai,423,44.849999999999994,0.8832784183719731,Breakdown,378.15,379,10.0,369
2024-11-06,M3,A,Mumbai,477,57.0,1.2704931352603668,Maintenance,420.0,295,10.0,285
2024-10-28,M2,B,Chennai,465,47.15,0.8488068827371569,Breakdown,417.85,428,45.0,383
2024-02-01,M1,B,Mumbai,450,82.0,0.8062361728269526,Power Failure,368.0,371,9.0,362
2024-02-24,M4,B,Mumbai,468,45.0,0.9495483303215989,Maintenance,423.0,348,5.0,343
2024-12-17,M4,A,Chennai,471,20.0,0.9566870938333142,Power Failure,451.0,457,4.0,453
2024-02-05,M1,C,Pune,453,113.85,0.9072807021750168,Breakdown,339.15,285,9.0,276
2024-04-19,M4,B,Pune,461,56.0,0.967682344528027,Setup,405.0,338,7.0,331
2024-06-25,M4,B,Mumbai,454,59.0,0.8625714712623886,Maintenance,395.0,371,7.0,364
2024-12-27,M2,A,Mumbai,458,77.0,0.8640654215730451,Setup,381.0,389,54.0,335
2024-11-09,M4,B,Chennai,458,55.0,0.8181316987318342,Setup,403.0,401,6.0,395
2024-10-21,M1,B,Chennai,452,113.0,0.9288446339022083,Setup,339.0,312,11.0,301
2024-12-01,M2,B,Mumbai,427,35.0,0.8118053421640846,Setup,392.0,427,44.0,383
2024-04-06,M1,B,Chennai,451,136.0,0.8223601561401654,Power Failure,315.0,305,11.0,294
2024-07-31,M3,C,Pune,474,70.0,1.5481833666500404,Maintenance,404.0,215,8.0,207
2024-11-12,M1,C,Pune,452,100.0,0.9202309906180464,Power Failure,352.0,288,11.0,277
2024-05-16,M1,B,Chennai,427,109.24999999999999,0.9202734353626006,Breakdown,317.75,271,7.0,264
2024-01-06,M2,B,Chennai,465,68.0,0.8556166757579283,Maintenance,397.0,403,59.0,344
2024-04-18,M4,B,Chennai,433,24.0,0.839348104486472,Maintenance,409.0,435,5.0,430
2024-02-04,M1,C,Pune,453,126.0,0.9231309634832721,Power Failure,327.0,269,9.0,260
2024-02-08,M2,C,Mumbai,427,52.9,0.9526100319457378,Breakdown,374.1,298,28.0,270
2024-05-29,M3,A,Chennai,470,50.0,1.4050858496473189,Setup,420.0,255,7.0,248
2024-04-27,M2,A,Chennai,461,59.8,0.8156062235211243,Breakdown,401.2,473,53.0,420
2024-09-17,M2,B,Chennai,426,49.0,0.8605457987943891,Power Failure,377.0,363,47.0,316
2024-03-27,M4,B,Mumbai,432,32.0,0.9641391980469483,Power Failure,400.0,357,4.0,353
2024-03-16,M1,C,Chennai,473,81.0,0.9321731516803493,Power Failure,392.0,348,11.0,337
2024-11-08,M3,B,Chennai,440,40.0,1.365770828255419,Setup,400.0,245,11.0,234
2024-08-01,M2,B,Pune,466,45.0,0.8411290446898791,Maintenance,421.0,450,54.0,396
2024-10-11,M1,C,Chennai,451,100.05,0.8264098461166836,Breakdown,350.95,355,14.0,341
2024-08-26,M1,C,Pune,430,102.35,0.838653845380633,Breakdown,327.65,302,10.0,292
2024-06-13,M2,C,Mumbai,477,69.0,0.8222333002351875,Setup,408.0,399,33.0,366
2024-03-27,M1,C,Chennai,433,125.0,0.8829218918472387,Power Failure,308.0,265,5.0,260
2024-05-20,M2,A,Chennai,430,39.099999999999994,0.9161497552613962,Breakdown,390.9,402,54.0,348
2024-06-08,M2,C,Pune,421,46.0,0.831099132614068,Maintenance,375.0,358,32.0,326
2024-02-15,M2,C,Mumbai,453,81.64999999999999,0.9760916466735408,Breakdown,371.35,312,30.0,282
2024-04-21,M3,B,Mumbai,463,64.0,1.2511845846407303,Power Failure,399.0,257,11.0,246
2024-02-14,M2,B,Pune,466,65.55,0.8762550910530894,Breakdown,400.45,368,37.0,331
2024-09-03,M4,B,Mumbai,436,37.0,,Power Failure,399.0,328,9.0,319
2024-04-13,M1,A,Mumbai,433,90.0,0.808326224820691,Maintenance,343.0,385,11.0,374
2024-03-25,M3,C,Mumbai,444,36.0,1.205062708084745,Setup,408.0,255,8.0,247
2024-05-13,M1,C,Mumbai,467,116.0,0.92481520937118,Power Failure,351.0,284,7.0,277
2024-04-17,M3,A,Mumbai,446,62.0,1.5277854336706926,Power Failure,384.0,218,6.0,212
2024-01-18,M4,C,Mumbai,427,25.299999999999997,0.9448067193311608,Breakdown,401.7,324,8.0,316
2024-04-03,M3,B,Mumbai,475,77.0,1.2195032395160796,Setup,398.0,283,9.0,274
2024-05-29,M3,A,Mumbai,436,77.0,1.5575228101549978,Power Failure,359.0,202,4.0,198
2024-09-02,M3,C,Chennai,424,67.85,1.3164178854688806,Breakdown,356.15,199,7.0,192
2024-10-15,M1,A,Pune,431,88.0,0.8268812253775578,Maintenance,343.0,378,14.0,364
2024-07-27,M2,A,Mumbai,457,47.0,0.9007077494654905,Setup,410.0,418,47.0,371
2024-05-05,M1,C,Pune,437,108.1,0.8684565425332644,Breakdown,328.9,302,7.0,295
2024-08-22,M2,B,Mumbai,445,59.0,0.8118378176608112,Setup,386.0,425,54.0,371
2024-05-01,M1,C,Mumbai,450,138.0,0.9766313777324108,Power Failure,312.0,244,5.0,239
2024-05-17,M4,C,Chennai,456,55.199999999999996,0.9439925661380995,Breakdown,400.8,348,7.0,341
2024-04-24,M4,B,Pune,425,50.0,0.94364885398953,Maintenance,375.0,334,8.0,326
2024-06-10,M3,C,Pune,460,45.0,1.2863235995863465,Maintenance,415.0,252,9.0,243
2024-07-19,M4,C,Chennai,434,59.8,0.9842105080873028,Breakdown,374.2,310,6.0,304
2024-08-21,M3,C,Chennai,461,64.39999999999999,1.4233199069485218,Breakdown,396.6,215,8.0,207
2024-01-28,M2,A,Pune,468,54.0,0.9224747631478469,Setup,414.0,385,30.0,355
2024-01-11,M4,A,Mumbai,445,50.599999999999994,0.8039207136092564,Breakdown,394.4,447,10.0,437
2024-07-24,M2,A,Mumbai,470,71.0,0.8863099571014169,Setup,399.0,379,50.0,329
2024-06-15,M1,C,Pune,431,83.0,0.8874509001366184,Power Failure,348.0,323,10.0,313
2024-09-03,M2,B,Mumbai,460,41.4,,Breakdown,418.6,388,41.0,347
2024-02-16,M1,A,Chennai,466,99.0,0.9694430813261636,Power Failure,367.0,336,9.0,327
2024-09-02,M2,B,Chennai,433,50.0,0.9901620425563104,Maintenance,383.0,313,43.0,270
2024-05-06,M2,C,Chennai,420,78.0,0.8840206062811493,Setup,342.0,290,40.0,250
2024-05-26,M4,A,Pune,436,27.0,0.8500888959107155,Setup,409.0,410,8.0,402
2024-04-27,M2,C,Pune,452,51.0,0.890129406183563,Maintenance,401.0,340,43.0,297
2024-05-31,M4,B,Pune,474,31.0,0.9769486769680045,Power Failure,443.0,367,7.0,360
2024-03-12,M4,A,Mumbai,448,59.0,0.8133948488308351,Setup,389.0,406,5.0,401
2024-12-28,M3,A,Pune,472,35.0,1.278183201718237,Maintenance,437.0,295,14.0,281
2024-05-16,M3,A,Pune,473,70.0,1.403577723181803,Maintenance,403.0,242,11.0,231
2024-06-23,M1,A,Chennai,464,100.0,0.9481828922474362,Maintenance,364.0,373,14.0,359
2024-10-15,M2,B,Mumbai,450,37.949999999999996,0.9401348829189115,Breakdown,412.05,392,49.0,343
2024-01-19,M1,A,Mumbai,427,120.0,0.86095236024534,Power Failure,307.0,303,9.0,294
2024-07-13,M2,C,Chennai,449,75.0,0.9614324056127743,Maintenance,374.0,293,39.0,254
2024-11-25,M3,A,Mumbai,432,38.0,1.536638090720153,Power Failure,394.0,226,11.0,215
2024-06-23,M3,B,Pune,435,72.0,1.2899249926795384,Setup,363.0,228,4.0,224
2024-12-19,M2,A,Mumbai,421,73.6,0.9399837549676845,Breakdown,347.4,328,47.0,281
2024-05-20,M2,B,Chennai,464,67.0,0.8629569359917331,Maintenance,397.0,386,33.0,353
2024-09-02,M3,B,Mumbai,437,60.0,1.3105523284425074,Maintenance,377.0,241,8.0,233
2024-04-02,M3,C,Chennai,454,32.0,1.477628385537026,Maintenance,422.0,236,8.0,228
2024-08-26,M1,A,Pune,464,131.0,0.9495714437837921,Setup,333.0,328,8.0,320
2024-07-23,M3,A,Pune,438,34.5,1.3238201891997865,Breakdown,403.5,294,9.0,285
2024-02-17,M2,A,Chennai,432,58.0,0.8071759363577699,Power Failure,374.0,401,40.0,361
2024-09-01,M1,C,Pune,470,118.0,0.9293025935410247,Power Failure,352.0,320,9.0,311
2024-11-15,M2,C,Pune,423,,0.8574831234161241,Power Failure,366.0,341,40.0,301
2024-11-12,M4,B,Mumbai,438,24.0,0.8290420121222556,Power Failure,414.0,426,12.0,414
2024-10-21,M1,B,Pune,469,,0.801853365891326,Power Failure,361.0,401,10.0,391
2024-05-07,M2,B,Chennai,444,78.0,0.8182174133175749,Power Failure,366.0,399,48.0,351
2024-12-09,M3,C,Pune,457,60.0,1.2628937617751617,Power Failure,397.0,262,7.0,255
2024-10-08,M4,C,Mumbai,470,60.949999999999996,0.8094894949720101,Breakdown,409.05,387,5.0,382
2024-01-17,M2,C,Chennai,476,78.19999999999999,0.8755000529616932,Breakdown,397.8,372,46.0,326
2024-03-11,M1,B,Pune,450,121.0,0.8749723199303536,Setup,329.0,328,11.0,317
2024-09-25,M2,C,Pune,455,78.0,0.8869624527053447,Maintenance,377.0,352,41.0,311
2024-11-20,M4,B,Pune,423,43.699999999999996,0.877468946327155,Breakdown,379.3,364,4.0,360
2024-10-08,M1,B,Chennai,475,110.0,0.8314419846832865,Maintenance,365.0,368,7.0,361
2024-10-31,M4,A,Mumbai,458,44.0,0.8143790681029014,Setup,414.0,453,8.0,445
2024-01-07,M2,A,Chennai,426,89.69999999999999,0.9720479072005996,Breakdown,336.3,295,42.0,253
2024-11-09,M3,A,Chennai,477,36.0,1.3482405612723931,Setup,441.0,305,7.0,298
2024-10-31,M3,B,Mumbai,474,79.35,1.4325374414958973,Breakdown,394.65,214,6.0,208
2024-04-12,M2,A,Chennai,477,87.39999999999999,0.8658160304649607,Breakdown,389.6,414,45.0,369
2024-11-04,M2,A,Chennai,435,48.0,0.8474464459687161,Power Failure,387.0,423,52.0,371
2024-07-11,M2,A,Pune,478,66.0,0.8168806795368926,Maintenance,412.0,449,48.0,401
2024-08-28,M1,C,Chennai,467,120.0,0.8402270221353064,Setup,347.0,336,11.0,325
2024-03-02,M4,B,Pune,424,29.0,0.862147190743486,Power Failure,395.0,410,9.0,401
2024-01-17,M4,A,Chennai,466,42.55,0.9832903543635728,Breakdown,423.45,353,3.0,350
2024-06-19,M4,C,Pune,442,60.949999999999996,0.8828813711341065,Breakdown,381.05,345,6.0,339
2024-01-25,M2,C,Pune,455,56.0,0.8672909888721331,Setup,399.0,379,37.0,342
2024-09-07,M4,C,Pune,451,58.0,0.9018386494915857,Maintenance,393.0,354,10.0,344
2024-09-09,M2,A,Mumbai,443,50.0,0.9363974810292619,Setup,393.0,367,52.0,315
2024-07-25,M1,C,Chennai,444,95.44999999999999,0.858220981105435,Breakdown,348.55,325,8.0,317
2024-01-29,M3,B,Chennai,464,56.0,1.2558011553401216,Power Failure,408.0,255,5.0,250
2024-04-26,M2,C,Chennai,447,36.0,0.9176112134677927,Setup,411.0,361,37.0,324
2024-10-08,M2,C,Mumbai,438,73.0,0.8084910871450728,Power Failure,365.0,339,34.0,305
2024-05-23,M3,C,Pune,426,61.0,1.3107522041409452,Maintenance,365.0,212,5.0,207
2024-01-25,M3,C,Chennai,463,45.0,1.3788613696774032,Maintenance,418.0,238,11.0,227
2024-11-05,M1,B,Mumbai,477,104.0,0.9482291969229516,Power Failure,373.0,336,8.0,328
2024-06-04,M4,A,Mumbai,460,43.0,0.8374090327339857,Maintenance,417.0,419,10.0,409
2024-03-13,M2,B,Chennai,436,60.0,0.8060747757543142,Power Failure,376.0,405,50.0,355
2024-04-29,M4,B,Pune,421,33.0,0.9021337243081409,Power Failure,388.0,362,10.0,352
2024-11-07,M2,A,Mumbai,435,67.0,0.917179794150208,Power Failure,368.0,370,33.0,337
2024-11-16,M1,C,Chennai,458,85.0,0.8770933166555852,Maintenance,373.0,337,11.0,326
2024-04-02,M3,A,Pune,437,69.0,1.2464427679419536,Power Failure,368.0,254,9.0,245
2024-03-26,M1,A,Mumbai,458,131.0,0.9628474494870615,Maintenance,327.0,320,9.0,311
2024-12-01,M3,B,Mumbai,420,63.0,1.523726950250223,Power Failure,357.0,202,,198
2024-12-29,M4,A,Chennai,422,48.0,0.9556269631372625,Power Failure,374.0,339,4.0,335
2024-04-27,M4,C,Chennai,440,,0.8706759773864403,Maintenance,418.0,378,5.0,373
2024-08-20,M1,B,Pune,479,114.0,0.8618334469511317,Power Failure,365.0,334,8.0,326
2024-07-17,M3,C,Chennai,449,32.0,1.5120933468607205,Power Failure,417.0,211,8.0,203
2024-07-24,M1,B,Chennai,430,88.0,,Maintenance,342.0,289,5.0,284
2024-12-04,M3,C,Pune,441,72.44999999999999,1.412775936446146,Breakdown,368.55,213,9.0,204
2024-05-26,M3,A,Chennai,466,41.0,1.552096018318182,Setup,425.0,252,11.0,241
2024-09-27,M4,A,Pune,476,45.0,0.8290522228749662,Maintenance,431.0,473,12.0,461
2024-05-18,M4,A,Pune,444,39.0,0.9448163919567637,Power Failure,405.0,357,7.0,350
2024-06-29,M3,C,Pune,422,59.0,1.2542466474172065,Setup,363.0,240,10.0,230
2024-01-30,M3,B,Chennai,449,68.0,1.2019906079753508,Setup,381.0,268,7.0,261
2024-02-26,M3,B,Pune,443,39.0,1.3323811620603112,Power Failure,404.0,241,5.0,236
2024-08-19,M4,B,Chennai,464,49.0,0.8153969876341705,Power Failure,415.0,436,8.0,428
2024-05-25,M4,A,Pune,455,39.099999999999994,0.8822969752273084,Breakdown,415.9,410,6.0,404
2024-02-17,M2,C,Chennai,442,42.0,0.9207467209853717,Power Failure,400.0,342,46.0,296
2024-07-12,M3,B,Pune,473,53.0,1.3442915937984345,Setup,420.0,254,7.0,247
2024-08-11,M2,C,Mumbai,427,36.0,0.8696810827606203,Power Failure,391.0,365,42.0,323
2024-05-15,M3,B,Mumbai,473,75.0,,Setup,398.0,222,7.0,215
2024-01-22,M4,A,Mumbai,423,36.0,0.9350615017174158,Maintenance,387.0,391,4.0,387
2024-01-06,M2,C,Pune,469,74.0,0.8322512695049971,Maintenance,395.0,375,51.0,324
2024-07-22,M2,B,Chennai,458,47.0,0.9790483088679015,Setup,411.0,359,42.0,317
2024-08-26,M1,B,Pune,462,91.0,0.8850141490976821,Maintenance,371.0,329,11.0,318
2024-07-03,M3,B,Pune,450,87.39999999999999,1.4401863252704985,Breakdown,362.6,219,9.0,210
2024-12-25,M4,B,Pune,448,24.0,0.998151388109111,Setup,424.0,354,5.0,349
2024-10-18,M1,A,Pune,478,107.0,0.8993524298956208,Setup,371.0,366,11.0,355
2024-11-30,M1,B,Chennai,455,119.0,0.8116820263834291,Power Failure,336.0,355,10.0,345
2024-08-07,M3,B,Pune,432,62.099999999999994,1.4762574452558004,Breakdown,369.9,203,9.0,194
2024-04-25,M1,A,Mumbai,460,108.0,0.9595686445260712,Power Failure,352.0,317,10.0,307
2024-11-08,M3,B,Mumbai,428,81.64999999999999,1.5132418456297425,Breakdown,346.35,194,4.0,190
2024-02-18,M1,C,Mumbai,474,96.6,0.835871937910066,Breakdown,377.4,353,8.0,345
2024-06-21,M3,C,Pune,440,51.74999999999999,1.40381450150778,Breakdown,388.25,205,9.0,196
2024-03-22,M4,B,Chennai,470,41.0,0.8338519048408092,Setup,429.0,427,6.0,421
2024-11-17,M3,A,Chennai,422,50.0,1.2612633749035327,Maintenance,372.0,256,11.0,245
